transaction_id,timestamp,sender_account_id,receiver_account_id,amount,currency,amount_etb,transaction_type,channel,device_id,city,country,ip_hash,reference_id,invoice_id,status
TX00000281,2025-03-05T04:28:16.417485,ACC0145268,ACC0099183,1388,ETB,1388,Payment,ATM,DEV0069499,Addis Ababa,Ethiopia,2569e89eef39f123,,,Completed
TX00000282,2023-12-25T08:26:15.436228,ACC0084576,ACC0134129,4059,ETB,4059,Deposit,Branch,DEV0035704,Addis Ababa,Ethiopia,88d94e015bbe0f06,,INV0077010,Completed
TX00000283,2022-11-21T11:14:26.473041,ACC0138868,ACC0137563,4546,ETB,4546,Withdrawal,ATM,DEV0053077,Adama,Ethiopia,3d3a30715bb79f35,,INV0047467,Completed
TX00000284,2023-04-13T20:07:20.391587,ACC0128184,ACC0044768,2271,ETB,2271,Withdrawal,Mobile Banking,DEV0019765,Hosaena,Ethiopia,f9177ca69bb055f0,,,Completed
TX00000285,2022-12-16T23:55:25.987853,ACC0066925,ACC0073875,11343,EUR,703266,Transfer,Mobile Banking,DEV0060737,Addis Ababa,Ethiopia,859e79d964172e48,,INV0149965,Completed
TX00000286,2023-03-14T15:13:53.030775,ACC0061922,ACC0143531,5355,ETB,5355,Transfer,Mobile Banking,,Addis Ababa,Ethiopia,a0e1af5122e29516,REF00000286,INV0127685,Completed
TX00000287,2025-09-24T23:15:12.774640,ACC0130852,ACC0067318,1574,GBP,113328,Transfer,Mobile Banking,DEV0053196,Adama,Ethiopia,768225d56c8eb1fe,,INV0127510,Completed
TX00000288,2022-11-23T02:54:54.728215,ACC0076242,ACC0025861,73247,ETB,73247,Transfer,Mobile Banking,DEV0001239,Addis Ababa,Ethiopia,d15a12fde5542ea6,REF00000288,,Completed
TX00000289,2025-06-01T21:08:15.628633,ACC0078472,ACC0043595,15693,ETB,15693,Mobile Money,USSD,DEV0068994,Shashamane,Ethiopia,47b83ebce4268061,,INV0190982,Completed
TX00000290,2023-08-16T17:23:40.142818,ACC0129058,ACC0060673,659,ETB,659,Payment,Internet Banking,DEV0003447,Arba Minch,Ethiopia,,,INV0155639,Completed
TX00000291,2022-06-18T21:40:47.489285,ACC0005105,ACC0121270,2343,ETB,2343,Deposit,Mobile Banking,DEV0014940,Hosaena,Ethiopia,e7c71096413d2317,,INV0111298,Completed
TX00000292,2022-01-31T21:43:05.888920,ACC0136516,ACC0115120,2085,ETB,2085,Withdrawal,Mobile Banking,DEV0020093,Addis Ababa,Ethiopia,630a40f3baf7d4c0,REF00000292,INV0001851,Completed
TX00000293,2022-10-24T16:10:53.722392,ACC0033983,ACC0128446,4079,ETB,4079,Transfer,Internet Banking,DEV0089092,Bahir Dar,Ethiopia,ef893467557b828d,,,Completed
TX00000294,2022-11-21T09:17:42.951642,ACC0145547,ACC0096732,7625,ETB,7625,Deposit,Mobile Banking,,Hawassa,Ethiopia,aaeae0aacda04b46,,INV0144457,Completed
TX00000295,2023-04-24T00:27:34.981991,ACC0037617,ACC0050362,8431,ETB,8431,Deposit,Branch,DEV0052510,Jimma,Ethiopia,d895d7c0bf322119,,INV0131478,Failed
TX00000296,2024-03-11T05:42:24.498839,ACC0012395,ACC0105907,12490,ETB,12490,Transfer,ATM,DEV0079214,Dire Dawa,Ethiopia,40bcf0aa2ed1f64d,,INV0038032,Pending
TX00000297,2025-02-28T09:30:07.344568,ACC0037071,ACC0094999,59294,ETB,59294,Payment,Branch,DEV0088757,Shashamane,Ethiopia,2127a75f91ca8035,REF00000297,INV0029333,Completed
TX00000298,2022-06-12T18:56:29.004472,ACC0069878,ACC0147471,9153,ETB,9153,Payment,Mobile Banking,DEV0031517,Addis Ababa,Ethiopia,e82e13cf3d460c75,REF00000298,,Completed
TX00000299,2022-12-27T16:04:54.406462,ACC0044408,ACC0110311,25187,ETB,25187,Withdrawal,Internet Banking,DEV0012722,Dire Dawa,Ethiopia,f56b616c04c83dac,REF00000299,INV0000373,Completed
TX00000300,2025-03-17T00:09:06.479500,ACC0099171,ACC0094760,7399,USD,425442,Withdrawal,Mobile Banking,DEV0043241,Dire Dawa,Ethiopia,7b15aff54d3f6ddf,REF00000300,INV0156530,Completed
TX00000301,2022-08-02T23:59:58.017090,ACC0142141,ACC0124494,176,ETB,176,Payment,POS,DEV0026329,Jimma,Ethiopia,,,INV0078794,Completed
TX00000302,2025-05-09T06:07:31.691393,ACC0131435,ACC0098024,61787,ETB,61787,Withdrawal,ATM,DEV0069123,Harar,Ethiopia,d04d9c151f7c6363,REF00000302,,Completed
TX00000303,2024-11-01T09:11:45.885983,ACC0052670,ACC0122856,722,ETB,722,Transfer,ATM,DEV0036461,Dire Dawa,Ethiopia,0056bcec11e0ccbf,,INV0042823,Completed
TX00000304,2025-12-11T14:52:26.465196,ACC0126619,ACC0105455,11812,ETB,11812,Deposit,USSD,DEV0043819,Hosaena,Ethiopia,dc2dc14c22275d8b,REF00000304,,Completed
TX00000305,2024-12-13T15:18:40.771080,ACC0126166,ACC0063816,2598,USD,149385,Transfer,Mobile Banking,,Addis Ababa,Ethiopia,690b3676a46565d7,REF00000305,INV0192111,Completed
TX00000306,2023-12-05T12:55:44.714561,ACC0036177,ACC0131226,1145,ETB,1145,Payment,Branch,DEV0034810,Jimma,Ethiopia,b60635df3dba49bf,,INV0006127,Completed
TX00000307,2024-08-07T00:41:25.026024,ACC0111460,ACC0025577,2047,ETB,2047,Transfer,Branch,,Bahir Dar,Ethiopia,157b9bb58a10bbce,REF00000307,INV0133539,Completed
TX00000308,2022-02-26T02:39:06.384494,ACC0142416,ACC0070570,24803,ETB,24803,Deposit,USSD,,Mekelle,Ethiopia,3a6a3a6d443957df,,,Completed
TX00000309,2025-01-21T03:42:53.382883,ACC0036428,ACC0055222,449,USD,25818,Payment,Mobile Banking,DEV0012723,Bahir Dar,Ethiopia,84ef5fc6c1c7eeea,,INV0044514,Completed
TX00000310,2022-07-05T19:45:52.189687,ACC0058551,ACC0048452,73783,AED,1151015,Loan Disbursement,ATM,DEV0049365,Gondar,Ethiopia,fd3be2766f97b738,,INV0060440,Completed
TX00000311,2022-06-08T00:47:05.653121,ACC0029653,ACC0004036,591,CHF,38415,Payment,ATM,DEV0039486,Addis Ababa,Ethiopia,8f7a7e8965445902,REF00000311,,Completed
TX00000312,2022-04-24T23:27:53.377222,ACC0078245,ACC0030500,8389,USD,482368,Transfer,Branch,,Dire Dawa,Ethiopia,5d1cc3f81d28e890,,,Completed
TX00000313,2024-10-01T09:00:17.464595,ACC0103604,ACC0033575,13686,ETB,13686,Loan Repayment,Branch,DEV0014100,Dire Dawa,Ethiopia,43e4264acdcf8475,,INV0186010,Completed
TX00000314,2023-10-22T09:16:13.416996,ACC0094397,ACC0011108,1674,ETB,1674,Deposit,Internet Banking,DEV0085386,Jimma,Ethiopia,f5143372c81b9595,REF00000314,INV0170264,Completed
TX00000315,2022-02-23T08:46:11.001298,ACC0137245,ACC0058529,320,ETB,320,Transfer,ATM,DEV0050686,Addis Ababa,Ethiopia,d5c2207984db2fdc,REF00000315,INV0137235,Completed
TX00000316,2025-01-17T10:52:43.626936,ACC0076277,ACC0091796,541,ETB,541,Transfer,ATM,DEV0057775,Asella,Ethiopia,684c9bc132184680,REF00000316,INV0016003,Completed
TX00000317,2024-05-30T20:04:42.356179,ACC0026511,ACC0084600,32715,ETB,32715,Payment,ATM,DEV0059055,Bishoftu,Ethiopia,,,INV0012807,Completed
TX00000318,2025-07-05T10:00:27.156311,ACC0117956,ACC0082156,625,ETB,625,Transfer,Internet Banking,DEV0045799,Addis Ababa,Ethiopia,becb337cb7ff5455,,INV0064397,Pending
TX00000319,2022-09-05T13:21:04.071430,ACC0035165,ACC0027699,37857,ETB,37857,Transfer,Branch,DEV0002811,Mekelle,Ethiopia,b7f2fb19ad3e34c9,REF00000319,INV0073110,Completed
TX00000320,2022-07-03T15:44:28.169689,ACC0100069,ACC0077199,485,ETB,485,Transfer,Mobile Banking,DEV0061311,Bahir Dar,Ethiopia,bb0dbe58b660dbd6,,INV0096401,Completed
TX00000321,2022-06-18T17:46:26.374564,ACC0040708,ACC0111682,14519,GBP,1045368,Deposit,Internet Banking,DEV0052749,Addis Ababa,Ethiopia,433e401b8454a567,,INV0042692,Completed
TX00000322,2024-01-22T10:31:04.744905,ACC0096731,ACC0070240,62013,ETB,62013,Withdrawal,Branch,DEV0059864,Mekelle,Ethiopia,484881afd3ea1fa2,REF00000322,INV0183338,Failed
TX00000323,2022-09-07T11:38:46.223546,ACC0121126,ACC0117640,466,EUR,28892,Withdrawal,ATM,DEV0022523,Shashamane,Ethiopia,f356d98706a9dc15,REF00000323,INV0132609,Completed
TX00000324,2023-12-05T18:40:17.513636,ACC0115009,ACC0038374,1789,EUR,110918,Payment,Internet Banking,DEV0080699,Addis Ababa,Ethiopia,bf3f6b0300aca796,,INV0166795,Completed
TX00000325,2025-05-05T03:18:28.422086,ACC0006786,ACC0050262,5562,ETB,5562,Payment,Branch,DEV0029480,Addis Ababa,Ethiopia,c2096852ee670c61,REF00000325,INV0035902,Completed
TX00000326,2023-08-07T03:14:56.048853,ACC0030786,ACC0144417,7477,ETB,7477,Transfer,ATM,DEV0074704,Sodo,Ethiopia,,,INV0014261,Completed
TX00000327,2023-12-13T09:00:28.037276,ACC0110858,ACC0073269,5401,ETB,5401,Bill Payment,ATM,DEV0057050,Hawassa,Ethiopia,90e5f7677cb93020,,,Completed
TX00000328,2023-11-13T01:51:07.725193,ACC0044610,ACC0122844,4218,ETB,4218,Transfer,Mobile Banking,DEV0022006,Bahir Dar,Ethiopia,e7a9c3d93ea79f7e,,INV0165093,Completed
TX00000329,2023-04-28T14:26:32.128284,ACC0104528,ACC0088293,5723,ETB,5723,Payment,Mobile Banking,DEV0029736,Gondar,Ethiopia,7d162c126eccfc8a,,INV0101740,Completed
TX00000330,2023-12-01T17:08:10.864545,ACC0045869,ACC0036883,15348,ETB,15348,Withdrawal,ATM,DEV0075704,Jijiga,Ethiopia,b188dbcbcab98cbd,,,Completed
TX00000331,2023-03-30T07:48:09.765571,ACC0077374,ACC0053389,2466,ETB,2466,Payment,Internet Banking,DEV0089535,Addis Ababa,Ethiopia,4c5c3128fb41ab1a,,INV0125201,Reversed
TX00000332,2022-10-05T02:46:40.790715,ACC0068943,ACC0003864,29576,EUR,1833712,Payment,ATM,DEV0003806,Hawassa,Ethiopia,,,,Completed
TX00000333,2024-10-23T04:46:38.286961,ACC0061245,ACC0044627,33421,ETB,33421,Deposit,Internet Banking,DEV0037263,Debre Birhan,Ethiopia,37c214b8705ca72d,,INV0095071,Completed
TX00000334,2025-08-21T04:44:41.902091,ACC0001231,ACC0083724,110647,ETB,110647,Payment,Mobile Banking,,Addis Ababa,Ethiopia,097969637172ef70,REF00000334,INV0010572,Completed
TX00000335,2023-08-20T18:25:53.447214,ACC0067117,ACC0092296,63800,ETB,63800,Deposit,Mobile Banking,DEV0060441,Bahir Dar,Ethiopia,,REF00000335,,Completed
TX00000336,2025-01-12T13:59:59.521590,ACC0087218,ACC0003221,50,GBP,3600,Payment,ATM,DEV0058120,Mekelle,Ethiopia,9c501817fd51d041,,,Completed
TX00000337,2024-12-21T11:41:37.508319,ACC0017744,ACC0147893,34202,ETB,34202,Deposit,Mobile Banking,DEV0001876,Sodo,Ethiopia,,REF00000337,INV0064396,Completed
TX00000338,2023-12-15T06:50:41.917163,ACC0027609,ACC0093426,4501,ETB,4501,Deposit,USSD,DEV0008014,Bahir Dar,Ethiopia,,,INV0118036,Completed
TX00000339,2022-04-17T08:37:18.777545,ACC0018913,ACC0065119,252066,ETB,252066,Payment,Mobile Banking,DEV0026447,Jijiga,Ethiopia,1b0dc9a999812c1f,,INV0142450,Completed
TX00000340,2024-11-29T08:08:06.575546,ACC0018811,ACC0015216,9693,ETB,9693,Payment,Mobile Banking,DEV0045791,Hawassa,Ethiopia,fd24597ce5a67692,,INV0112396,Pending
TX00000341,2024-01-30T16:23:28.016375,ACC0102030,ACC0109157,1101,ETB,1101,Mobile Money,Mobile Banking,,Bishoftu,Ethiopia,2fe6bc0875bebcfb,REF00000341,,Completed
TX00000342,2024-12-12T03:34:16.707906,ACC0129857,ACC0089903,4091,USD,235232,Transfer,USSD,DEV0009696,Addis Ababa,Ethiopia,dea64ff6bb156382,,INV0084028,Completed
TX00000343,2024-09-04T13:39:11.911376,ACC0067631,ACC0082477,40563,EUR,2514906,Deposit,USSD,DEV0073022,Dilla,Ethiopia,754b88b2dc3be59d,,INV0136560,Completed
TX00000344,2024-08-20T17:36:16.013005,ACC0004281,ACC0111521,1667,GBP,120024,Transfer,Branch,DEV0068241,Addis Ababa,Ethiopia,cab5f7447a3fd584,,INV0049460,Completed
TX00000345,2022-10-29T08:44:54.988788,ACC0066240,ACC0097998,38967,ETB,38967,Withdrawal,Internet Banking,DEV0065724,Addis Ababa,Ethiopia,1afffa2ee7315fe4,,INV0118724,Completed
TX00000346,2023-08-12T19:40:40.366009,ACC0066636,ACC0001562,56551,ETB,56551,Withdrawal,Mobile Banking,DEV0050221,Dessie,Ethiopia,9e7ed608af020203,,,Completed
TX00000347,2025-10-13T23:16:07.024878,ACC0003345,ACC0095226,26415,ETB,26415,Transfer,Mobile Banking,DEV0011872,Addis Ababa,Ethiopia,4ee532be07f005c5,REF00000347,,Completed
TX00000348,2024-03-15T22:41:25.903650,ACC0023060,ACC0069956,2665,EUR,165230,Withdrawal,Mobile Banking,DEV0076901,Hosaena,Ethiopia,,REF00000348,INV0159707,Completed
TX00000349,2025-07-22T12:50:56.675904,ACC0094233,ACC0010030,4491,ETB,4491,Payment,Branch,DEV0007156,Arba Minch,Ethiopia,4d9109ccfef279f4,REF00000349,,Completed
TX00000350,2023-05-09T19:04:13.057873,ACC0054783,ACC0105194,337,ETB,337,Withdrawal,Internet Banking,DEV0029686,Hawassa,Ethiopia,50baf0a24f1858bc,REF00000350,INV0182135,Completed
TX00000351,2023-11-08T03:02:32.561388,ACC0100831,ACC0025216,29140,ETB,29140,Transfer,Mobile Banking,DEV0057522,Addis Ababa,Ethiopia,5904be100ba767c3,,INV0056893,Pending
TX00000352,2023-02-27T07:48:06.461607,ACC0090951,ACC0017233,2460,ETB,2460,Transfer,ATM,DEV0085576,Gondar,Ethiopia,a26471a45400d330,,,Completed
TX00000353,2025-05-05T19:38:30.577248,ACC0050094,ACC0094872,113983,ETB,113983,Withdrawal,Internet Banking,DEV0016392,Dire Dawa,Ethiopia,3bab15020be3a296,,INV0092264,Reversed
TX00000354,2023-03-05T13:01:29.868577,ACC0060790,ACC0073386,111534,ETB,111534,Transfer,Branch,DEV0082613,Jimma,Ethiopia,ef96c7b63d08c452,REF00000354,INV0166560,Completed
TX00000355,2023-02-11T21:20:29.860113,ACC0073296,ACC0033930,156,ETB,156,Payment,Mobile Banking,DEV0074783,Mekelle,Ethiopia,65c3a02f36b816dc,REF00000355,INV0083276,Completed
TX00000356,2023-06-11T20:51:08.742228,ACC0015413,ACC0139070,29639,ETB,29639,Deposit,Internet Banking,DEV0025690,Shashamane,Ethiopia,,,INV0130224,Completed
TX00000357,2022-02-01T04:14:09.737647,ACC0000970,ACC0064165,695,ETB,695,Withdrawal,Branch,DEV0013346,Gondar,Ethiopia,,REF00000357,,Completed
TX00000358,2025-12-23T22:07:09.685428,ACC0041611,ACC0109459,21548,ETB,21548,Transfer,Mobile Banking,DEV0075004,Mekelle,Ethiopia,d452c21527cdcc96,REF00000358,INV0155412,Completed
TX00000359,2024-12-16T06:31:59.329781,ACC0068963,ACC0128812,6857,ETB,6857,Withdrawal,USSD,DEV0037961,Gondar,Ethiopia,beed1411d662bf9b,,INV0022687,Completed
TX00000360,2025-02-05T19:34:56.842830,ACC0018009,ACC0121464,17123,ETB,17123,Deposit,Mobile Banking,DEV0026360,Bahir Dar,Ethiopia,0d8f72cb3768e9b6,REF00000360,,Completed
TX00000361,2022-02-04T01:04:25.271021,ACC0140229,ACC0085511,10319,GBP,742968,Transfer,ATM,DEV0028534,Addis Ababa,Ethiopia,648c5defee2f736b,,,Completed
TX00000362,2023-06-19T13:40:04.377907,ACC0013404,ACC0077132,2222,ETB,2222,Withdrawal,Internet Banking,,Addis Ababa,Ethiopia,6d3fd1d64f7984c7,,INV0118343,Completed
TX00000363,2024-05-13T17:40:24.214114,ACC0139311,ACC0123302,135,ETB,135,Payment,Internet Banking,DEV0053025,Addis Ababa,Ethiopia,1bc6a7b03294f5bd,REF00000363,INV0192322,Completed
TX00000364,2023-02-19T03:26:50.357583,ACC0007801,ACC0005248,7490,ETB,7490,Payment,Internet Banking,DEV0038438,Hosaena,Ethiopia,d24e4961ee7182a9,,INV0174577,Completed
TX00000365,2024-07-09T04:28:54.255040,ACC0027276,ACC0024729,2012,USD,115690,Payment,ATM,DEV0039500,Adama,Ethiopia,,REF00000365,INV0120279,Completed
TX00000366,2024-06-04T12:07:19.238473,ACC0010363,ACC0072219,9337,ETB,9337,Deposit,Internet Banking,DEV0000055,Asella,Ethiopia,fad3775ff4044663,REF00000366,INV0073586,Completed
TX00000367,2022-03-26T16:05:50.956717,ACC0144677,ACC0079838,2653,ETB,2653,Bill Payment,Internet Banking,DEV0083601,Hosaena,Ethiopia,dd876438a2f3dea8,,INV0190202,Completed
TX00000368,2025-04-22T00:02:37.841004,ACC0009416,ACC0050957,2540,ETB,2540,Transfer,USSD,DEV0010799,Gondar,Ethiopia,,,,Failed
TX00000369,2025-02-19T15:06:36.907714,ACC0122925,ACC0084308,5778,CHF,375570,Loan Repayment,ATM,DEV0064599,Mekelle,Ethiopia,66bb483e533ff0b5,REF00000369,INV0063245,Completed
TX00000370,2024-01-09T10:11:14.434991,ACC0018640,ACC0045329,8453,ETB,8453,FX Exchange,Internet Banking,DEV0000157,Mekelle,Ethiopia,598e6c8a686a820a,,,Completed
TX00000371,2025-04-01T18:46:26.185477,ACC0087047,ACC0024354,519,ETB,519,Transfer,Branch,DEV0001365,Addis Ababa,Ethiopia,102385c6da8fac4a,,INV0181895,Completed
TX00000372,2023-01-14T19:05:43.627465,ACC0145400,ACC0004138,3792,ETB,3792,FX Exchange,Mobile Banking,DEV0009665,Addis Ababa,Ethiopia,f2868a1f4a08f0ba,,,Completed
TX00000373,2024-11-28T14:36:57.203263,ACC0065344,ACC0020891,2739,ETB,2739,Transfer,Branch,DEV0064619,Bishoftu,Ethiopia,122752f1400ba279,,INV0078318,Completed
TX00000374,2024-05-18T01:27:24.523416,ACC0009379,ACC0114047,132,ETB,132,Transfer,Mobile Banking,DEV0067121,Debre Birhan,Ethiopia,df7170ba11b837d6,,INV0004490,Completed
TX00000375,2024-10-24T13:56:30.813035,ACC0041701,ACC0138672,18091,USD,1040232,Transfer,POS,DEV0058009,Hawassa,Ethiopia,02ed35f05230c05a,,,Completed
TX00000376,2024-04-08T19:27:31.059743,ACC0106037,ACC0121224,142,USD,8165,Bill Payment,USSD,DEV0035256,Addis Ababa,Ethiopia,b9655e2cbcf55755,,INV0157120,Completed
TX00000377,2022-06-19T04:05:55.504868,ACC0005361,ACC0075752,2732,USD,157090,Payment,Branch,DEV0037508,Dire Dawa,Ethiopia,7d8cc59354454bb5,REF00000377,,Completed
TX00000378,2024-07-20T13:47:57.792732,ACC0084436,ACC0147377,15785,USD,907638,Transfer,Branch,DEV0016669,Adama,Ethiopia,0ed7d9888078714f,REF00000378,INV0167115,Completed
TX00000379,2025-07-03T18:20:39.253869,ACC0097976,ACC0108730,274,ETB,274,Transfer,Branch,DEV0087438,Addis Ababa,Ethiopia,d691bb7b10d5da05,,,Completed
TX00000380,2023-06-10T13:15:10.926916,ACC0030219,ACC0114201,342576,ETB,342576,Payment,Mobile Banking,DEV0021574,Addis Ababa,Ethiopia,ab4348f7ca1ca101,,,Completed
TX00000381,2022-01-06T22:43:14.266519,ACC0066315,ACC0070891,1387,ETB,1387,Payment,Branch,DEV0079146,Harar,Ethiopia,bb780a7b810aae44,,INV0135813,Completed
TX00000382,2024-09-14T07:19:34.527248,ACC0055256,ACC0112751,40820,ETB,40820,Deposit,Mobile Banking,DEV0081691,Addis Ababa,Ethiopia,e148f07d414a536a,REF00000382,INV0051204,Completed
TX00000383,2023-03-15T05:18:07.449986,ACC0100981,ACC0016851,79166,ETB,79166,Payment,Mobile Banking,DEV0084605,Jimma,Ethiopia,a3a1afb128e630cb,,INV0059011,Failed
TX00000384,2024-11-06T02:47:52.470093,ACC0120819,ACC0025976,10522,ETB,10522,Transfer,Mobile Banking,DEV0083824,Bishoftu,Ethiopia,275f8bfdcf529815,,,Completed
TX00000385,2025-12-28T18:41:17.661802,ACC0032560,ACC0080110,4315,ETB,4315,Payment,Mobile Banking,DEV0060965,Bishoftu,Ethiopia,b81458d4e00eeed6,REF00000385,,Completed
TX00000386,2025-07-11T07:07:41.503653,ACC0017529,ACC0138950,5804,ETB,5804,Deposit,Internet Banking,DEV0059327,Bishoftu,Ethiopia,d6ecc70bcf0d8c81,REF00000386,INV0135163,Completed
TX00000387,2022-04-30T12:50:16.867192,ACC0069551,ACC0127410,6297,ETB,6297,Transfer,Mobile Banking,DEV0034492,Addis Ababa,Ethiopia,f6e5ee1a73aab584,,,Completed
TX00000388,2023-07-13T20:45:34.468829,ACC0133614,ACC0016590,6147,ETB,6147,Deposit,Branch,DEV0083951,Addis Ababa,Ethiopia,a06cf2609b9459e5,,,Completed
TX00000389,2024-06-25T09:07:39.970731,ACC0148328,ACC0017060,36226,ETB,36226,Withdrawal,ATM,DEV0003220,Dire Dawa,Ethiopia,bdeb609d1a730c87,,INV0056555,Completed
TX00000390,2024-01-13T14:36:06.090640,ACC0080466,ACC0017934,303,USD,17422,Deposit,Mobile Banking,DEV0029597,Bishoftu,Ethiopia,4306c552cb32c493,,INV0027238,Completed
TX00000391,2025-06-18T06:35:14.708033,ACC0028427,ACC0069619,4378,ETB,4378,Transfer,Mobile Banking,DEV0051222,Nekemte,Ethiopia,,REF00000391,INV0086691,Completed
TX00000392,2023-11-08T23:36:06.928323,ACC0025925,ACC0072086,40994,ETB,40994,Transfer,Mobile Banking,DEV0037863,Dilla,Ethiopia,,,INV0045335,Completed
TX00000393,2025-05-07T20:47:22.774680,ACC0082783,ACC0031469,18296,ETB,18296,Payment,Branch,DEV0010198,Addis Ababa,Ethiopia,3c5641f9c61131bb,REF00000393,INV0031792,Completed
TX00000394,2025-08-20T13:07:00.220611,ACC0051797,ACC0071675,35071,ETB,35071,Deposit,Branch,DEV0035231,Addis Ababa,Ethiopia,,REF00000394,,Completed
TX00000395,2024-01-29T19:06:57.880819,ACC0025959,ACC0113748,900,USD,51750,Payment,ATM,DEV0036736,Hawassa,Ethiopia,8f0a189b83e13065,REF00000395,INV0171151,Failed
TX00000396,2025-07-24T22:38:05.319493,ACC0041054,ACC0099954,271,ETB,271,Loan Repayment,Internet Banking,DEV0045101,Hosaena,Ethiopia,efd821fd25df6fa9,,,Completed
TX00000397,2025-12-11T23:23:41.448337,ACC0135319,ACC0122481,581,ETB,581,Withdrawal,Internet Banking,DEV0052024,Asella,Ethiopia,a6edae8c4c2256fd,,,Pending
TX00000398,2023-04-02T01:02:43.421388,ACC0062301,ACC0026541,210697,ETB,210697,Mobile Money,Branch,,Mekelle,Ethiopia,13bcbed1c7057bff,,INV0032624,Reversed
TX00000399,2022-10-13T21:22:07.747889,ACC0049852,ACC0029878,52803,ETB,52803,Payment,ATM,DEV0005169,Addis Ababa,Ethiopia,9a003be909c97828,,,Completed
TX00000400,2022-07-13T12:23:04.027958,ACC0061722,ACC0012800,44977,ETB,44977,Payment,USSD,DEV0047777,Dire Dawa,Ethiopia,bec7f85ed843190e,,INV0081604,Pending
TX00000401,2023-03-09T19:30:11.082021,ACC0114422,ACC0145367,26846,EUR,1664452,Deposit,Mobile Banking,DEV0062628,Addis Ababa,Ethiopia,8602d7090c4b607c,,INV0068092,Completed
TX00000402,2024-12-17T02:23:31.350393,ACC0107194,ACC0099820,66010,ETB,66010,Transfer,ATM,DEV0005944,Addis Ababa,Ethiopia,176c0bda2802cf04,,,Completed
TX00000403,2025-12-13T06:48:24.945689,ACC0146486,ACC0025897,4024,ETB,4024,Withdrawal,Branch,DEV0054815,Addis Ababa,Ethiopia,f5abbf06f7d1e205,,INV0036047,Completed
TX00000404,2024-01-11T13:26:31.531762,ACC0029905,ACC0113453,4972,ETB,4972,Withdrawal,Internet Banking,DEV0041477,Bishoftu,Ethiopia,ad75e2704a6b944d,REF00000404,INV0180255,Completed
TX00000405,2025-11-10T13:46:23.780482,ACC0104463,ACC0129769,2503,ETB,2503,Payment,POS,DEV0080015,Jimma,Ethiopia,6ab287b703d5feff,,INV0131271,Completed
TX00000406,2025-05-16T07:32:20.882033,ACC0103786,ACC0071193,16193,EUR,1003966,Transfer,Branch,DEV0082166,Addis Ababa,Ethiopia,d95e80d1b12f7585,,INV0039225,Completed
TX00000407,2024-11-07T12:02:31.194991,ACC0099145,ACC0056091,9607,ETB,9607,Deposit,ATM,DEV0013854,Mekelle,Ethiopia,094d0dc47a9b5620,REF00000407,,Completed
TX00000408,2022-04-04T19:34:28.544031,ACC0038556,ACC0117985,12622,USD,725765,Mobile Money,ATM,DEV0014103,Adama,Ethiopia,,REF00000408,,Completed
TX00000409,2022-05-08T18:56:04.460291,ACC0049175,ACC0050036,26967,USD,1550602,Deposit,ATM,DEV0055150,Mekelle,Ethiopia,be9ba2cd0335a8d3,,INV0032214,Completed
TX00000410,2025-03-25T12:04:26.939944,ACC0000381,ACC0003208,2893,ETB,2893,Deposit,ATM,DEV0068836,Gondar,Ethiopia,ee67f18cf5eebcfa,,INV0168594,Completed
TX00000411,2022-09-23T14:06:02.960740,ACC0014132,ACC0149714,3049,ETB,3049,Payment,Branch,DEV0070436,Gondar,Ethiopia,,,INV0042818,Completed
TX00000412,2022-06-17T23:45:41.172124,ACC0069088,ACC0019855,1093,ETB,1093,Withdrawal,Mobile Banking,DEV0028902,Dire Dawa,Ethiopia,2ef95fa894e3a765,,,Completed
TX00000413,2023-09-21T10:15:44.934604,ACC0035212,ACC0002735,15246,ETB,15246,Withdrawal,ATM,DEV0071889,Hosaena,Ethiopia,32d7ad3ec35541e5,REF00000413,INV0183096,Completed
TX00000414,2024-10-24T13:02:23.398819,ACC0025458,ACC0107765,11711,USD,673382,Withdrawal,POS,DEV0076472,Shashamane,Ethiopia,56e5b38ca5ac5255,REF00000414,INV0151421,Reversed
TX00000415,2023-07-15T11:47:10.537669,ACC0061207,ACC0090367,73168,ETB,73168,Transfer,Branch,DEV0055695,Mekelle,Ethiopia,5a21972265717e94,,INV0080398,Completed
TX00000416,2022-07-25T01:39:21.170156,ACC0043596,ACC0012709,816,ETB,816,Withdrawal,Mobile Banking,DEV0038336,Nekemte,Ethiopia,fdeb123fffac59f8,,,Completed
TX00000417,2023-05-01T13:19:49.466027,ACC0032311,ACC0147027,9980,ETB,9980,Deposit,Mobile Banking,DEV0024280,Bahir Dar,Ethiopia,81c0223b3cfbda13,,INV0185970,Completed
TX00000418,2024-03-04T18:34:25.517992,ACC0053798,ACC0053881,7908,ETB,7908,Bill Payment,Internet Banking,DEV0014754,Bahir Dar,Ethiopia,,,,Completed
TX00000419,2022-09-07T01:58:52.194082,ACC0063372,ACC0031665,96787,ETB,96787,Withdrawal,Mobile Banking,DEV0014006,Addis Ababa,Ethiopia,95b7604bb8de9540,REF00000419,INV0196595,Completed
TX00000420,2025-07-11T07:41:43.719732,ACC0148631,ACC0144987,5601,ETB,5601,Deposit,Branch,DEV0008494,Addis Ababa,Ethiopia,1a6fe5b80d8b05a5,REF00000420,INV0125116,Completed
TX00000421,2022-03-31T05:25:28.805146,ACC0056489,ACC0090090,7486,ETB,7486,Mobile Money,Branch,DEV0068893,Addis Ababa,Ethiopia,0aedc02e94fbeed1,REF00000421,INV0011465,Completed
