person_id,first_name,last_name,date_of_birth,gender,nationality,occupation,employment_status,declared_monthly_income,income_currency,city,region,country,phone_hash,address_hash,created_at
P000269,Mikias,Gemechu,1984-02-19,M,Ethiopian,accountant,Employed,15739,ETB,Mekelle,Tigray,Ethiopia,,,2022-02-26T16:48:57.878891
P000270,Fekre-Mariam,Kagnew,1975-11-25,M,Ethiopian,government_employee,Employed,14741,ETB,Shashamane,Oromia,Ethiopia,c7f031f98337138f,,2023-05-19T03:30:53.772621
P000271,Taye,Alebachew,1985-03-24,M,Ethiopian,cashier,Employed,3721,ETB,Gondar,Amhara,Ethiopia,c6fa0cc431ad7a9c,,2024-08-21T10:22:40.310973
P000272,Israel,Mulugeta,1994-11-24,M,Ethiopian,student,Student,2494,ETB,Addis Ababa,Addis Ababa,Ethiopia,e17e4e47d679c9b2,92c9ba56dc6f8087,2023-01-29T14:20:12.580689
P000273,Asefa,Fedlu,1964-12-03,M,Ethiopian,ngo_worker,Employed,15133,ETB,Mekelle,Tigray,Ethiopia,81a2232899f31b0f,837548f989add5a5,2022-01-31T14:27:22.740657
P000274,Nardos,Zeleke,2003-03-14,F,Ethiopian,teacher,Employed,5228,ETB,Nekemte,Oromia,Ethiopia,435eb95ad7be1cf7,9da57ba7bf7ef5f0,2022-04-25T09:54:28.819073
P000275,Derartu,Nathnael,1980-03-24,F,Ethiopian,student,Student,9981,ETB,Mekelle,Tigray,Ethiopia,534c39ec7d4cc139,1c6d594e747b6766,2025-01-14T09:04:18.332732
P000276,Yohannes,Girma,1969-12-11,M,Ethiopian,accountant,Employed,10844,ETB,Shashamane,Oromia,Ethiopia,,e73271ceda381a52,2023-09-02T04:29:01.864701
P000277,Seyoum,Frezer,1995-10-05,M,Ethiopian,day_laborer,Employed,7677,ETB,Addis Ababa,Addis Ababa,Ethiopia,e449566f558cee3a,6b861e2669fe5752,2022-02-15T21:03:01.617821
P000278,Sitota,Gebre-Micheal,2001-12-02,F,Ethiopian,freelancer,Self-Employed,13819,ETB,Addis Ababa,Addis Ababa,Ethiopia,8e7453f3736f38bf,158f37f9a20e1347,2025-06-17T12:36:14.333421
P000279,Kelemua,Getahun,1964-02-16,F,Ethiopian,day_laborer,Employed,4411,ETB,Jijiga,Somali,Ethiopia,30e3b89775c066e5,7b3820a5ded84857,2024-03-23T03:00:07.088614
P000280,Bemnet,Endrias,1961-04-18,F,Ethiopian,lawyer,Employed,21171,ETB,Hosaena,SNNPR,Ethiopia,a258c88c95890ab2,3558b44ee67da410,2023-08-07T08:38:55.296269
P000281,Lemma,Zeleke,1984-09-24,M,Other,farmer,Self-Employed,8216,ETB,Gondar,Amhara,Ethiopia,,,2023-03-08T15:33:16.416808
P000282,Sisay,Menelik,1997-12-07,M,Ethiopian,business_owner,Self-Employed,88791,ETB,Bahir Dar,Amhara,Ethiopia,6fcffe288bc46bab,02a9ccd821d60a61,2024-12-30T10:59:26.684243
P000283,Berhanu,Belayneh,1987-04-15,M,Ethiopian,security_guard,Employed,4951,ETB,Addis Ababa,Addis Ababa,Ethiopia,b631731e7cd2a18e,3b9bd1fe267d2b4a,2024-07-10T20:47:52.855835
P000284,Cherenet,Samson,1994-03-23,M,Ethiopian,student,Student,4472,ETB,Jijiga,Somali,Ethiopia,f258d3d675edb4f2,89e1810ab0bd46e3,2025-04-29T16:51:28.466777
P000285,Alem,Mezgebe,2003-12-10,F,Ethiopian,unemployed,Unemployed,2000,ETB,Dessie,Amhara,Ethiopia,,a904b04845792938,2022-08-30T09:44:28.111033
P000286,Mezgebe,Shewangizaw,1973-09-15,M,Ethiopian,security_guard,Employed,6156,ETB,Addis Ababa,Addis Ababa,Ethiopia,76b38f0319c73eb4,d0ae6d2d0f864dba,2025-06-08T09:47:21.026057
P000287,Girum,Niguse,1977-05-26,M,Ethiopian,business_owner,Self-Employed,150000,ETB,Gondar,Amhara,Ethiopia,d7444cb0b9348f4d,3ea2c8f1b2900330,2025-11-14T11:44:38.746908
P000288,Behailu,Addisu,1971-05-15,M,Ethiopian,merchant,Self-Employed,14896,ETB,Addis Ababa,Addis Ababa,Ethiopia,5360d6eba9b4546e,a30d80a5b196cf2e,2023-11-15T02:28:40.639060
P000289,Kelemua,Aschalew,1979-06-15,F,Ethiopian,merchant,Self-Employed,19875,ETB,Hawassa,Sidama,Ethiopia,f985d411349c4bbc,fd5f752f28a55869,2024-07-17T18:41:46.125829
P000290,Gebre-Giorgis,Asmamaw,1980-12-15,M,Ethiopian,teacher,Employed,4045,ETB,Mekelle,Tigray,Ethiopia,6d0ecdb0683860c8,6dd9c0f20b3b1310,2024-04-28T23:38:31.319346
P000291,Atsede,Adugna,1977-07-06,F,Ethiopian,student,Student,4618,ETB,Addis Ababa,Addis Ababa,Ethiopia,53037dca91c054f2,2ccc01a3436e018e,2022-10-09T15:08:49.873613
P000292,Mamo,Liku,1981-07-24,M,Ethiopian,driver,Employed,7615,ETB,Jijiga,Somali,Ethiopia,948318afa5f328a1,5266dc114c15336f,2022-10-31T13:27:51.008296
P000293,Mentewab,Dagnachew,1971-09-28,F,Other,student,Student,7813,ETB,Adama,Oromia,Ethiopia,542680089ea61a99,5dbbc78becea5941,2024-07-13T17:49:05.834425
P000294,Shifferaw,Fikadu,1982-02-18,M,Ethiopian,security_guard,Employed,8227,ETB,Hosaena,SNNPR,Ethiopia,9eed30fd94e5312c,a7548f90815a2594,2024-01-25T18:47:01.983912
P000295,Woyneshet,Habte,1984-04-25,F,Ethiopian,student,Student,3940,ETB,Debre Birhan,Amhara,Ethiopia,59d5b1fe6a2eae5c,032f65e4012525fd,2025-08-14T17:16:11.462015
P000296,Aberash,Million,1992-12-09,F,Ethiopian,freelancer,Self-Employed,10800,ETB,Addis Ababa,Addis Ababa,Ethiopia,77158889b056a707,ffa0cf6488499154,2023-02-24T20:03:53.796233
P000297,Roman,Hagos,1984-11-16,F,Ethiopian,unemployed,Unemployed,2576,ETB,Adama,Oromia,Ethiopia,8832dd86b5f5e00d,d477fa5c017a79cd,2024-03-26T05:00:51.557580
P000298,Tsion,Mintesnot,1971-07-19,F,Ethiopian,cashier,Employed,7104,ETB,Dire Dawa,Dire Dawa,Ethiopia,5d4b49da2c1a749b,8e5f0776f00673b4,2025-08-05T14:20:11.714846
P000299,Tsedenia,Nathnael,1977-02-18,F,Ethiopian,engineer,,23211,ETB,Mekelle,Tigray,Ethiopia,b10dd03ce5215692,00daeba103d1ac52,2025-03-29T05:15:44.979390
P000300,Hewan,Legesse,1985-07-08,F,Other,nurse,Employed,12893,ETB,Nekemte,Oromia,Ethiopia,28d2c83113a37d0c,,2022-08-02T04:21:40.175846
P000301,Abebech,Medhin,1984-03-08,F,Ethiopian,student,,4614,ETB,Hawassa,Sidama,Ethiopia,bb3935543db05fc6,6ca8e09bbc162ab6,2023-07-09T07:04:12.972631
P000302,Atlabachew,Abel,1979-06-19,M,Ethiopian,teacher,Employed,10241,ETB,Arba Minch,SNNPR,Ethiopia,054b28d117e56b92,0b68725d2b72b064,2023-12-14T02:38:47.786283
P000303,Belaynesh,Zewdu,1982-08-13,F,Ethiopian,nurse,Employed,11952,ETB,Addis Ababa,Addis Ababa,Ethiopia,61fa67ee03d0cdde,281b08355ce4febb,2025-04-01T16:09:55.235981
P000304,Mahlet,Kiros,1986-12-23,F,Ethiopian,security_guard,Employed,8236,ETB,Adama,Oromia,Ethiopia,544fb7498e39be39,,2023-08-02T05:33:25.616817
P000305,Siham,Amin,1972-07-06,F,Ethiopian,freelancer,Self-Employed,20643,ETB,Harar,Harari,Ethiopia,fdc65e986ee78311,45d6b0df51ebf941,2024-05-02T02:30:14.658072
P000306,Kifle,Mussie,1983-03-03,M,Ethiopian,merchant,Self-Employed,9619,ETB,Hawassa,Sidama,Ethiopia,,605078f11a25c90f,2024-12-11T07:01:07.327069
P000307,Abdela,Bekele,1999-03-22,M,Ethiopian,government_employee,Employed,15876,ETB,Addis Ababa,Addis Ababa,Ethiopia,c9237f6f16be9b68,2fbc652a9df0a67b,2023-01-19T07:26:25.936735
P000308,Martha,Binyam,1976-11-22,F,Ethiopian,software_engineer,Employed,40869,ETB,Adama,Oromia,Ethiopia,4b40afb257b6c788,d9824647335ef78a,2023-09-05T01:20:07.154951
P000309,Amha,Kidus,2002-10-01,M,Ethiopian,student,,6860,ETB,Bishoftu,Oromia,Ethiopia,c743abfe9e6ac6bd,809af581b5d6357b,2023-11-08T10:35:25.509952
P000310,Debebe,Demissie,1997-07-03,M,Ethiopian,government_employee,Employed,10090,ETB,Hosaena,SNNPR,Ethiopia,61d599674c8dc239,1c3eb8d06501e4d3,2022-10-24T12:42:27.652565
P000311,Yitbarek,Alemu,1976-11-25,M,Ethiopian,farmer,Self-Employed,3837,ETB,Jijiga,Somali,Ethiopia,0db4aecb1602acf7,,2025-12-16T23:10:29.058850
P000312,Mussie,Tsegaye,1982-03-28,M,Ethiopian,driver,Employed,5756,ETB,Addis Ababa,Addis Ababa,Ethiopia,,14f22d99dd1a6fcc,2022-06-05T09:59:21.791725
P000313,Aklilu,Mengistu,2000-07-26,M,Ethiopian,software_engineer,Employed,28283,ETB,Adama,Oromia,Ethiopia,bd1e8dfbea7b03aa,7c2c2b0e125d8b25,2024-12-28T18:13:07.470781
P000314,Gebre-Egziabher,Beteab,1961-10-29,M,Other,student,Student,3054,ETB,Jimma,Oromia,Ethiopia,a46273ccbc3ecd56,c3665ceb4769d086,2022-11-12T05:58:44.447050
P000315,Khalid,Teferri,2003-05-25,M,Ethiopian,cashier,Employed,5540,ETB,Addis Ababa,Addis Ababa,Ethiopia,fa9da21df377ac54,315340e3b2572db3,2024-08-28T01:16:59.302505
P000316,Tarik,Solomon,1974-05-08,M,Ethiopian,day_laborer,Employed,5191,ETB,Bahir Dar,Amhara,Ethiopia,6ad0ee5e602af236,6bf6750e546d482f,2025-08-21T05:34:51.616083
P000317,Endale,Kefyalew,1971-05-22,M,Ethiopian,security_guard,,4836,ETB,Bahir Dar,Amhara,Ethiopia,fa7d76002bf5ffbb,f9d9d4f3f32cac1b,2025-11-27T11:08:01.763738
P000318,Algansh,Alula,1986-03-31,F,Ethiopian,software_engineer,Employed,36276,ETB,Addis Ababa,Addis Ababa,Ethiopia,2b5178d807db58b0,ecc3b8d214e0c6c9,2025-05-06T15:22:20.926179
P000319,Thomas,Fiseha,1977-10-05,M,Ethiopian,merchant,Self-Employed,18347,ETB,Addis Ababa,Addis Ababa,Ethiopia,f91bd98fecd0d13e,f5289d8902b93b08,2023-11-15T18:27:40.805304
P000320,Zeritu,Wasihun,1980-05-21,F,Other,student,Student,4383,ETB,Addis Ababa,Addis Ababa,Ethiopia,b24e896c1c51e9d5,892dd0772817567a,2024-11-26T07:01:39.360168
P000321,Tsion,Dagmawi,1978-10-05,F,Ethiopian,business_owner,,102359,ETB,Gondar,Amhara,Ethiopia,3077071f6ba134fb,9ebbcb2948747606,2022-12-25T07:35:19.060048
P000322,Feker,Yidnekachew,1982-05-28,F,Ethiopian,driver,Employed,10568,ETB,Addis Ababa,Addis Ababa,Ethiopia,4521df4620e1fea7,3f61516bfeba94db,2023-10-10T22:24:55.918508
P000323,Fekre-Mariam,Kirubel,1961-08-07,M,Ethiopian,security_guard,Employed,15122,ETB,Gondar,Amhara,Ethiopia,,,2022-01-18T11:42:20.939177
P000324,Naomi,Hagos,1964-02-17,F,Ethiopian,business_owner,Self-Employed,64449,ETB,Dessie,Amhara,Ethiopia,13cfe65223d4a44f,,2022-06-30T10:29:51.206371
P000325,Muna,Getnet,2002-04-13,F,Ethiopian,driver,Employed,6477,ETB,Shashamane,Oromia,Ethiopia,b0680113b80e6f95,46f28fed71e46193,2024-12-27T21:49:28.546269
P000326,Aklil,Bahiru,1968-05-09,F,Ethiopian,domestic_worker,Employed,8874,ETB,Shashamane,Oromia,Ethiopia,cdc9846ca1a74e4c,aec88dcaf14cb083,2022-10-22T23:50:14.008694
P000327,Deborah,Kassahun,1990-11-21,F,Ethiopian,business_owner,Self-Employed,32793,ETB,Addis Ababa,Addis Ababa,Ethiopia,21eb053dfc0b33a6,6fcd35a327dfeac1,2022-12-10T08:25:26.807119
P000328,Lielt,Gebre-Meskel,1977-12-07,F,Ethiopian,cashier,Employed,5349,ETB,Addis Ababa,Addis Ababa,Ethiopia,d3175e92e964cd3c,463af723fd2dfade,2023-11-01T00:11:36.604438
P000329,Genet,Fikru,2002-04-05,F,Ethiopian,software_engineer,Employed,26544,ETB,Addis Ababa,Addis Ababa,Ethiopia,309b2f76329a9e82,530535b810bed0d2,2023-10-31T01:43:50.295035
P000330,Akalu,Mussie,1999-05-01,M,Ethiopian,teacher,Employed,10387,ETB,Addis Ababa,Addis Ababa,Ethiopia,,,2022-06-16T14:48:14.653466
P000331,Maraki,Fikru,1966-02-06,F,Ethiopian,lawyer,Employed,38376,ETB,Addis Ababa,Addis Ababa,Ethiopia,5a21a8712e5db335,703a7ab79d321ed9,2025-09-29T14:30:08.173373
P000332,Abenezer,Fekre-Mariam,1995-08-26,M,Ethiopian,freelancer,Self-Employed,14231,ETB,Hawassa,Sidama,Ethiopia,7a457646482d16c9,1108a8a3bcb65618,2023-06-16T01:14:32.830359
P000333,Hewan,Lake,1968-08-19,F,Ethiopian,day_laborer,Employed,2000,ETB,Arba Minch,SNNPR,Ethiopia,4eab23b453ee6bec,2d4023a3ed4cbc17,2023-01-02T10:05:45.966447
P000334,Menbere,Amanuel,2000-08-16,F,Ethiopian,engineer,Employed,39964,ETB,Dessie,Amhara,Ethiopia,76c01e45bb8ff5e2,fbb1e73bb3589f4a,2025-10-26T17:51:56.476924
P000335,Kebede,Medhin,2005-07-16,M,Ethiopian,farmer,Self-Employed,2679,ETB,Addis Ababa,Addis Ababa,Ethiopia,,a4151d0356bd4905,2024-02-19T00:30:30.759562
P000336,Tiruwork,Negash,1967-02-11,F,Ethiopian,farmer,Self-Employed,2857,ETB,Dilla,SNNPR,Ethiopia,a417de5d167b639f,a36b631fad7fb974,2022-12-06T09:37:35.020369
P000337,Seyoum,Aman,1996-08-21,M,Ethiopian,teacher,Employed,6034,ETB,Addis Ababa,Addis Ababa,Ethiopia,d8ba9d5818884487,,2022-12-07T06:32:05.529390
P000338,Misgana,Chanyalew,1983-07-21,F,Ethiopian,day_laborer,Employed,2644,ETB,Sodo,SNNPR,Ethiopia,cffaab4d28a758c8,31708eb3232010b6,2025-11-21T11:01:42.695148
P000339,Mekbib,Biruk,1970-01-29,M,Other,driver,Employed,6822,ETB,Addis Ababa,Addis Ababa,Ethiopia,b8c33b3954534f1c,3307db01f8317520,2023-04-18T19:02:54.813543
P000340,Eyerusalem,Berhanu,1983-12-15,F,Ethiopian,freelancer,Self-Employed,32860,ETB,Nekemte,Oromia,Ethiopia,a1c5dff4656d7b0e,b720fdf8f5a48715,2025-04-10T23:34:36.550834
P000341,Molalign,Hailu,1998-02-22,M,Other,doctor,Employed,36283,ETB,Bahir Dar,Amhara,Ethiopia,73d9c5822ef162bf,c791c545a87f5065,2023-03-16T12:42:10.477019
P000342,Siham,Daniel,1998-01-03,F,Ethiopian,day_laborer,Employed,7339,ETB,Addis Ababa,Addis Ababa,Ethiopia,,,2024-08-31T16:36:56.719937
P000343,Ayana,Mesfin,1962-03-27,F,Ethiopian,security_guard,Employed,4144,ETB,Shashamane,Oromia,Ethiopia,2c4b1e8083d039d5,6f89e256fcb4df35,2024-06-16T00:25:55.105533
P000344,Hareg,Mebratu,1991-03-22,F,Ethiopian,engineer,Employed,16614,ETB,Dire Dawa,Dire Dawa,Ethiopia,6b257310edc6e651,7246c31c02be43ce,2023-10-31T21:41:45.716947
P000345,Rebka,Desalegn,1998-06-19,F,Ethiopian,doctor,Employed,150000,ETB,Addis Ababa,Addis Ababa,Ethiopia,2c4f890b98df8d8c,034b19a7581e1e86,2023-11-29T07:58:27.959999
P000346,Konjit,Fikadu,1978-12-22,F,Ethiopian,business_owner,Self-Employed,57904,ETB,Hawassa,Sidama,Ethiopia,828873e39f64c658,ba37d743e0f107a0,2025-10-06T04:24:21.525279
P000347,Sefanit,Bereket,1963-07-22,F,Other,software_engineer,Employed,19196,ETB,Addis Ababa,Addis Ababa,Ethiopia,c243ae808a4911e9,c69858484dbab0ea,2022-10-29T20:16:16.893044
P000348,Argaw,Samson,1991-05-03,M,Ethiopian,driver,Employed,3218,ETB,Shashamane,Oromia,Ethiopia,c0318809d4c45002,,2025-02-15T01:42:34.067142
P000349,Abebawork,Thomas,1989-06-23,F,Ethiopian,engineer,Employed,36942,ETB,Gondar,Amhara,Ethiopia,889289d418b7600f,f65a4b9404c23043,2022-04-04T23:25:33.471549
P000350,Belayneh,Henok,1981-06-09,M,Ethiopian,business_owner,Self-Employed,48694,ETB,Hawassa,Sidama,Ethiopia,0001b8b9a6754f55,f7d7c3c230011cef,2023-10-01T15:51:04.430957
P000351,Serkadis,Atlabachew,1976-05-15,F,Ethiopian,unemployed,,3071,ETB,Hawassa,Sidama,Ethiopia,16b5bc861f81850b,2436d1ac31fe8e9c,2022-07-11T00:00:37.456325
P000352,Bekila,Andualem,1989-08-10,M,Ethiopian,accountant,Employed,16812,ETB,Addis Ababa,Addis Ababa,Ethiopia,58d1b96fb87d5127,bbad67b2a0eacba0,2023-11-22T08:22:57.091403
P000353,Siham,Jemal,1995-01-02,F,Ethiopian,freelancer,Self-Employed,40027,ETB,Bahir Dar,Amhara,Ethiopia,39a2d5de5c82ebe5,a47f9e00de776f43,2024-07-01T12:36:36.771843
P000354,Feker,Moges,2006-09-26,F,Ethiopian,student,Student,3604,ETB,Addis Ababa,Addis Ababa,Ethiopia,2f14a9054984470b,,2025-03-14T17:36:23.265929
P000355,Gezahegn,Petros,1979-02-09,M,Ethiopian,nurse,,13535,ETB,Addis Ababa,Addis Ababa,Ethiopia,683d7a2e9f3f3ed5,bd2fff3537d8cd0e,2022-11-14T20:02:19.372514
P000356,Alem,Mitiku,1976-05-22,F,Ethiopian,driver,Employed,6330,ETB,Harar,Harari,Ethiopia,f2fb764fdd188d15,dea7864a7c8d818d,2025-02-05T05:36:59.501691
P000357,Amarech,Abiy,1965-02-28,F,Ethiopian,driver,Employed,13297,ETB,Addis Ababa,Addis Ababa,Ethiopia,15268c0b7112e395,,2023-01-05T22:05:18.896296
P000358,Thut,Wondwosen,1974-12-07,F,Other,software_engineer,Employed,16125,ETB,Hawassa,Sidama,Ethiopia,4ad952ae94c93034,d56374790e691d06,2022-08-06T07:21:42.038816
P000359,Thut,Thomas,1990-10-19,F,Ethiopian,farmer,Self-Employed,7398,ETB,Addis Ababa,Addis Ababa,Ethiopia,43c29122b342e529,50bb1f3b2abd852a,2025-11-14T23:34:16.797919
P000360,Saba,Kidus,1975-04-20,F,Ethiopian,domestic_worker,Employed,6067,ETB,Adama,Oromia,Ethiopia,05263ef5e25c7fb9,4bccf4e37f36cad9,2025-01-17T12:33:20.055495
P000361,Serkalem,Abebe,1966-07-09,F,Other,engineer,Employed,23962,ETB,Jimma,Oromia,Ethiopia,4b403217b09e2a8c,1f98a5f613aa842a,2025-05-28T13:58:43.534275
P000362,Sintayehu,Zeleke,2007-09-23,M,Ethiopian,security_guard,Employed,7049,ETB,Addis Ababa,Addis Ababa,Ethiopia,60796c9c3adab9f5,134991b01e6d7e65,2024-07-07T03:46:10.752314
P000363,Markos,Yonas,1980-03-09,M,Ethiopian,business_owner,Self-Employed,32731,ETB,Addis Ababa,Addis Ababa,Ethiopia,d08b8b5e8ea9fa6a,144de3fd2154463d,2022-07-09T07:41:21.657546
P000364,Lemma,Atlabachew,1996-04-17,M,Ethiopian,student,Student,7895,ETB,Hawassa,Sidama,Ethiopia,,f3acc6bd8b7c6773,2025-09-19T16:38:12.720421
P000365,Hanan,Liku,1984-04-29,F,Ethiopian,cashier,Employed,2501,ETB,Dire Dawa,Dire Dawa,Ethiopia,6f8a5c044f97069c,e664ecc3f937ad64,2025-09-05T11:00:29.639678
P000366,Niguse,Eshete,1963-06-19,M,Ethiopian,day_laborer,,4150,ETB,Hawassa,Sidama,Ethiopia,feb9507adb27ba03,94cc5157eda10d8a,2022-11-17T08:39:40.198205
P000367,Tsedenia,Legesse,1989-11-28,F,Ethiopian,student,Student,2742,ETB,Jimma,Oromia,Ethiopia,74272225a05b04ec,7526f9859a13fa79,2022-11-22T03:52:49.115348
P000368,Metasebiya,Melaku,2001-10-19,F,Ethiopian,nurse,Employed,6092,ETB,Hawassa,Sidama,Ethiopia,6a0a149e09b9d540,1380142be5c4fa89,2025-09-29T10:41:49.213725
P000369,Mulugeta,Mersha,1996-06-19,M,Ethiopian,security_guard,Employed,2000,ETB,Mekelle,Tigray,Ethiopia,,5f9faecd48f5d6d6,2024-05-16T06:26:44.660068
P000370,Kokebe,Adugna,1980-07-25,F,Ethiopian,software_engineer,Employed,18609,ETB,Addis Ababa,Addis Ababa,Ethiopia,9343472826c3bc58,,2023-10-28T05:20:34.970857
P000371,Hanan,Ezana,1996-11-07,F,Ethiopian,teacher,Employed,14105,ETB,Bahir Dar,Amhara,Ethiopia,68ff3ec52e5a0569,5f6359d824714ddf,2025-10-29T23:00:05.386846
P000372,Lake,Bisrat,2003-01-15,M,Ethiopian,nurse,Employed,8202,ETB,Jijiga,Somali,Ethiopia,862e7fd2d4cf6cd9,4753fb7d79d0b596,2024-02-01T04:23:08.960211
P000373,Wolde-Giorgis,Eyasu,1997-11-15,M,Ethiopian,driver,Employed,19600,ETB,Addis Ababa,Addis Ababa,Ethiopia,68f985da2a73b1a1,d41881e43b5db1cb,2025-01-08T18:27:15.252033
P000374,Abay,Issak,1997-09-29,M,Ethiopian,farmer,Self-Employed,4024,ETB,Addis Ababa,Addis Ababa,Ethiopia,813764a851ac9b34,61b21209fafc0087,2025-08-13T21:38:44.246058
P000375,Medhin,Ali,1995-06-16,M,Ethiopian,unemployed,Unemployed,2537,ETB,Addis Ababa,Addis Ababa,Ethiopia,f8379f5563e5c3ce,645b00065aa07d78,2024-07-29T22:46:14.900687
P000376,Sintayehu,Yonathan,1981-11-09,M,Ethiopian,government_employee,,9415,ETB,Jimma,Oromia,Ethiopia,9a8efcf5fd9b81bf,e1bfd17aaa675043,2023-03-20T22:24:46.342498
P000377,Aster,Chebude,1991-06-20,F,Ethiopian,driver,Employed,9112,ETB,Gondar,Amhara,Ethiopia,fdfe2786715b7d4d,f359aab273a0a890,2023-09-01T22:48:04.201007
P000378,Menelik,Yohannes,1981-11-06,M,Ethiopian,unemployed,Unemployed,2000,ETB,Gondar,Amhara,Ethiopia,50e1dc11af365a85,030eafe634bd0fb3,2024-01-03T00:08:11.756661
P000379,Kassaye,Belay,1990-01-19,M,Ethiopian,software_engineer,Employed,35617,ETB,Bishoftu,Oromia,Ethiopia,41d62119d191c072,6017516a08a75332,2023-12-05T12:51:24.109111
P000380,Zewditu,Eyasu,1982-07-18,F,Ethiopian,security_guard,Employed,4107,ETB,Addis Ababa,Addis Ababa,Ethiopia,c73a59b7f915ee6b,52312235af515a6a,2025-12-30T17:50:30.879073
P000381,Freyhiwot,Teferri,2005-08-20,F,Ethiopian,business_owner,Self-Employed,13234,ETB,Nekemte,Oromia,Ethiopia,0e128585449a8599,2c57de0aa8f0fca6,2022-07-02T11:54:16.031097
P000382,Derartu,Beyene,1972-02-17,F,Ethiopian,business_owner,Self-Employed,31981,ETB,Bishoftu,Oromia,Ethiopia,b2463c5fcce19501,8e15dffd6b9ff57d,2022-04-11T15:59:01.244403
P000383,Nunu,Tilahun,2002-07-18,F,Ethiopian,software_engineer,Employed,35392,ETB,Jimma,Oromia,Ethiopia,6bfddbc25189b7bc,009082e8a52b13f3,2024-01-25T01:52:56.614848
P000384,Zelalem,Moges,1992-05-04,M,Ethiopian,student,Student,3215,ETB,Jimma,Oromia,Ethiopia,c602646854c704dd,c289751cb71608e8,2023-05-30T21:03:41.567067
P000385,Sofonyas,Fekre-Selasie,2003-07-20,M,Ethiopian,business_owner,Self-Employed,58613,ETB,Addis Ababa,Addis Ababa,Ethiopia,27c51a762cd33933,4dc455ee8f540812,2024-05-22T07:52:25.758169
P000386,Addis,Tilahun,1995-10-30,F,Ethiopian,teacher,,18262,ETB,Dire Dawa,Dire Dawa,Ethiopia,a311a9193600fa80,,2025-09-11T13:55:09.717123
P000387,Meskerem,Mekuriya,1978-09-08,F,Ethiopian,security_guard,Employed,3448,ETB,Shashamane,Oromia,Ethiopia,36a525a08e1c9c79,,2022-01-19T04:38:21.925363
P000388,Meselu,Fikadu,2002-12-23,F,Ethiopian,student,Student,3147,ETB,Addis Ababa,Addis Ababa,Ethiopia,36bfb15d3980003b,7a7b56dd613148c6,2023-05-28T10:00:57.586994
P000389,Bekele,Fikadu,2000-09-23,M,Ethiopian,merchant,,20185,ETB,Nekemte,Oromia,Ethiopia,2215fe7d9010a3b6,d60332be4e96b436,2022-08-03T05:03:20.619273
P000390,Konjit,Mersha,2007-12-09,F,Ethiopian,government_employee,Employed,9148,ETB,Jijiga,Somali,Ethiopia,1b7dce07e75f74aa,433a734215812991,2024-08-01T05:38:14.604154
P000391,Eden,Ali,1981-10-15,F,Ethiopian,student,Student,6194,ETB,Dire Dawa,Dire Dawa,Ethiopia,4e83f17c3d63d10b,d3b9720c7ff31a5e,2023-04-05T08:14:48.441870
P000392,Zerihun,Addisu,1968-09-17,M,Ethiopian,domestic_worker,Employed,4794,ETB,Nekemte,Oromia,Ethiopia,e4cf6de5494eebc6,058ba96c57ff2c6b,2022-07-26T16:14:15.334778
P000393,Zufan,Seifu,1996-07-13,F,Other,student,Student,2466,ETB,Dilla,SNNPR,Ethiopia,c7b15d657c706779,fcf7a1161032107b,2022-11-19T10:30:20.421972
P000394,Abezu,Abebe,1995-12-04,F,Ethiopian,domestic_worker,Employed,3421,ETB,Sodo,SNNPR,Ethiopia,f350ed6b5ef712ac,0280af6a501a0f5e,2023-06-18T22:11:46.450586
P000395,Kassahun,Mintesnot,1995-11-06,M,Ethiopian,student,Student,2964,ETB,Bahir Dar,Amhara,Ethiopia,2d94d41fcf9c9188,7cb273a7fa255ff8,2022-05-11T02:04:54.126956
P000396,Girmachew,Alebachew,1968-09-14,M,Ethiopian,merchant,Self-Employed,19903,ETB,Addis Ababa,Addis Ababa,Ethiopia,9c89eece59c39a38,47610b91e31058fd,2023-11-09T10:18:57.861538
P000397,Taitu,Million,2005-07-08,F,Ethiopian,day_laborer,Employed,2397,ETB,Dire Dawa,Dire Dawa,Ethiopia,3ed6c88510a06f82,948ea7d45454f814,2022-07-17T12:00:43.160041
P000398,Fekre-Mariam,Getnet,1962-07-05,M,Ethiopian,nurse,Employed,13089,ETB,Addis Ababa,Addis Ababa,Ethiopia,c27d13332562e357,1d7aeeacb545e574,2023-08-04T05:07:13.186988
P000399,Lake,Abdela,1986-02-24,M,Ethiopian,day_laborer,Employed,2738,ETB,Addis Ababa,Addis Ababa,Ethiopia,acc6514285c66bc9,7f430bdf72b2bf69,2023-02-24T22:02:31.626814
P000400,Moges,Beteab,1967-06-10,M,Ethiopian,business_owner,Self-Employed,93567,ETB,Addis Ababa,Addis Ababa,Ethiopia,47e907d7830e5288,772ce0a5bcff39d1,2025-09-18T17:47:13.913734
P000401,Asrat,Adane,1998-06-05,M,Ethiopian,doctor,Employed,50176,ETB,Mekelle,Tigray,Ethiopia,61281157b9bb8616,2fb7c980ba824d54,2022-04-07T19:27:41.167176
P000402,Menbere,Kifle,1988-05-08,F,Ethiopian,accountant,Employed,38303,ETB,Addis Ababa,Addis Ababa,Ethiopia,cdc3451749a67b44,73807d27c6bec883,2022-01-08T22:09:23.194585
P000403,Alemtsehay,Fikru,1997-06-23,F,Ethiopian,merchant,Self-Employed,27837,ETB,Hawassa,Sidama,Ethiopia,7cafb594b2a4c631,1c7358a546719896,2024-05-30T01:34:22.627105
